0	0.0 
0.1	0.0 
0.2	0.0 
0.3	0.0 
0.4	0.0 
0.5	0.2 
0.6	0.5 
0.7	0.5 
0.8	1.4 
0.9	1.9 
1	2.6 
1.1	3.8 
1.2	5.0 
1.3	6.9 
1.4	10.5 
1.5	13.1 
1.6	14.8 
1.7	15.2 
1.8	11.4 
1.9	6.8 
2	3.5 
2.1	1.2 
2.2	0.4 
2.3	0.2 
2.4	0.1 
2.5	0.1 
2.6	0.0 
2.7	0.0 
2.8	0.0 
2.9	0.0 
3	0.0 
